legal_name,dba_name,city,latitude ,longitude
DEL TACO LLC,DEL TACO #359,RESEDA,34.1938,-118.561
DEL TACO LLC,DEL TACO #622,CULVER CITY,34.0281,-118.3902
DEL TACO LLC,DEL TACO 964,GRANADA HILLS,34.2645,-118.5265
DEL TACO LLC,DEL TACO #988,LOS ANGELES,33.9591,-118.3922
DEL TACO LLC,DEL TACO #266,MISSION HILLS,34.2645,-118.4661
DEL TACO LLC,DEL TACO #801,HARBOR CITY,33.7897,-118.2979
DEL TACO LLC,,LOS ANGELES,34.0225,-118.3556
DEL TACO LLC,DEL TACO,LOS ANGELES,34.0962,-118.2845
DELANCEY VILLAGE LLC,DELANCEY VILLAGE LLC,LOS ANGELES,34.098,-118.3191
DELGADO INC,TOTAL FOOTWARE/MI CASITA RESTAURANT,SUNLAND,34.2596,-118.309
"DELICIOUS AT THE DUNBAR, LLC",DELICIOUS AT THE DUNBAR,LOS ANGELES,34.007,-118.2566
DELICIOUS PIZZA WEST ADAMS LLC,DELICIOUS PIZZA,LOS ANGELES,34.0324,-118.3608
DELOIL,ROUND TABLE PIZZA,CHATSWORTH,34.2578,-118.5809
DELUSCIOUS COOKIES & MILK LLC,,LOS ANGELES,34.0857,-118.3385
DELUXE FOODS LLC,PIT FIRE PIZZA CO,N HOLLYWOOD,34.1652,-118.3748
DELVES RESTAURANT LLC,TOKYO DELVES SUSHI BAR,NORTH HOLLYWOOD,34.1659,-118.3756
DEN DEN 8 INC,,LOS ANGELES,34.036,-118.4454
DENJ RESTAURANT INC,,WOODLAND HILLS,34.1718,-118.5684
DENNYS INC,DENNY'S RESTAURANT #0164,N HOLLYWOOD,34.1721,-118.3786
DENNYS INC,DENNYS #205,VAN NUYS,34.2214,-118.4713
DENNYS INC,DENNYS *1144,LOS ANGELES,34.098,-118.3148
DENNYS INC,DENNYS RESTAURANT #1728,LOS ANGELES,34.098,-118.3223
DENNYS INC,DENNYS RESTAURANT 1669,WILMINGTON,33.7907,-118.2837
DENNYS INC,DENNYS RESTAURANT #1918,LOS ANGELES,33.9455,-118.3779
DENNYS INC,DENNYS RESTAURANT #1990,N HOLLYWOOD,34.2012,-118.419
DENNYS INC,DENNYS RESTAURANT #1865,LOS ANGELES,34.0805,-118.2917
DENNYS INC,DENNYS #2125,LOS ANGELES,34.1144,-118.2454
DENO DEMITRIOS PERRIS,PATRAS DRIVE IN #2,LOS ANGELES,34.1052,-118.2386
DENSAIF INC,DENNY'S,SUN VALLEY,34.2164,-118.3703
DENSAIF INC,DENNY'S 9395,SYLMAR,34.303,-118.4783
DENSHAN INC,DENNY'S #7097 | DENNYS RESTAURANT,SYLMAR,34.3105,-118.4279
DENSHAZ INC,DENNY'S #8686,PANORAMA CITY,34.2247,-118.4487
DEON MCFASHION,,LOS ANGELES,34.0309,-118.3235
DERO ATAKHANIAN,TAPS,NORTHRIDGE,34.2574,-118.5399
DESERT ROSE BAR & LOUNGE INC,DESERT ROSE,LOS ANGELES,34.1018,-118.2874
DESM LLC,CLEO HOLLYWOOD/LIBRARY,LOS ANGELES,34.1024,-118.3272
DESOTO &NORDHOFF INC,SALADFARM,CHATSWORTH,34.2354,-118.5861
DESPINA KOKKINOS,DAGLAS DRIVE IN,WINNETKA,34.1937,-118.57
DEVONSHIRE ENTERPRISE INC,HOUSE OF GALBI,ENCINO,34.1558,-118.4798
DFG RESTAURANTS INC,CARLS JR RESTAURANT #7487,VAN NUYS,34.2095,-118.4488
DFT GROUP,MIHO SUSHI,TARZANA,34.1684,-118.5337
DGM KISASIKDANG,DGM KISASIKDANG,LOS ANGELES,34.0575,-118.3045
DH INTERNATIONAL CORP,TOYO SUSHI,TORRANCE,33.8541,-118.3026
DHAKA ENTERPRISE LLC,INDIMEX EATS HOLLYWOOD,LOS ANGELES,34.0911,-118.3287
DIAB & AKEL RESTAURANTS,CRAVE SUSHI,SHERMAN OAKS,34.1508,-118.4488
DIAB & AKEL RESTAURANTS,CRAVE CAFE-SHERMAN OAKS,SHERMAN OAKS,34.1508,-118.4489
DIAMOND & ELIAS RESTAURANT INC,ROCKWELL TABLE & STAGE,LOS ANGELES,34.1021,-118.2917
DIANE GARCIA,TOASTING L A,VALLEY VILLAGE,34.1592,-118.3962
DIATECH PLANNING INC,SAKE HOUSE AIRO,LOS ANGELES,34.0603,-118.3447
DICKS GRINDER INC,GRINDER RESTAURANT,SAN PEDRO,33.7402,-118.2798
"DICKYD'S, LLC",POWER UP PRODUCTIONS,WEST HOLLYWOOD,34.0829,-118.371
DIDIM FOOD USA INC,MAGAL BBQ,LOS ANGELES,34.0576,-118.3053
DIEGO  / MARIA IMELDA FELIPE,RINCON OAXAQUENO,MONTEBELLO,34.0144,-118.1175
"DIGNIFIED FOODS INTERNATIONAL, LLC",SPIREWORKS,LOS ANGELES,34.1361,-118.2153
"DIGNIFIED FOODS INTERNATIONAL, LLC",SPIREWORKS,LOS ANGELES,34.0613,-118.4465
DIKRAN AND ANNY KESKERIAN TRS KESKERIAN FAMILY TRUST,,LOS ANGELES,34.0463,-118.2762
DIMITRI HOUNDALAS,LE PETIT GREEK,LOS ANGELES,34.0734,-118.3236
DIMITRIOS KARPOUZIS,TOMS BURGERS,WILMINGTON,33.7798,-118.2637
DIN TAI FUNG CENTURY CITY RESTAURANT LLC,DTF PREP LLC,LOS ANGELES,34.06,-118.4198
DINH HAI BANH,SIMPLY PHO YOU,LOS ANGELES,34.0598,-118.2916
DINING STAR INC,8 OZ POKE,LOS ANGELES,34.0838,-118.3468
DINING TRADITION INC,THAI DISHES,LOS ANGELES,33.9598,-118.3943
DINO'S CHICKEN AND BURGERS,DINOS BURGERS #2,LOS ANGELES,34.0472,-118.2937
DINOS FLESSAS,BOULEVARD BURGERS,WOODLAND HILLS,34.1682,-118.6008
DIONICIO ARELLANO RODRIGUEZ / PATRICIA RODRIGUEZ SERRANO,LA CEMITA POBLANA,LOS ANGELES,33.9601,-118.2558
DIONISIO DE LA CRUZ,LAS BRISAS # 1,SAN PEDRO,33.744,-118.2875
DISH FUNCTIONAL INC,GRUB / AS YOU LIKE IT CATERING,LOS ANGELES,34.0874,-118.3331
DISH FUNCTIONAL INC,,LOS ANGELES,34.0907,-118.3255
DISTRIBUIDORA UNIVERSAL INC,LIMENO SALVADOREAN AND MEXICAN RESTAURANT,PANORAMA CITY,34.2273,-118.4497
DISTRIBUIDORA UNIVERSAL INC,LIMENO RESTAURANT,WINNETKA,34.2012,-118.5783
DISTRICT MARKET LLC,OM NOM ORGANICS,LOS ANGELES,34.0571,-118.4174
DISTRICT PUB INC,DISTRICT PUB,NORTH HOLLYWOOD,34.1661,-118.3753
DIVINO PARTNERS LP,DIVINO RESTAURANT,LOS ANGELES,34.0645,-118.4694
DIZIN RESTAURANT INC,,RESEDA,34.1935,-118.5356
DJRC CORP.,SWEET MO'S,NORTH HOLLYWOOD,34.173,-118.3795
DO SUNG KIM,BILLS TACO HOUSE #3,LOS ANGELES,33.989,-118.3293
DO WORK SON CORP,GYOZA BOYZ LA,LOS ANGELES,34.0438,-118.2528
DODO INTERNATIONAL INC,SHIN CHON SEOLNONGTANG,LOS ANGELES,34.064,-118.2881
DOJO SUSHI LLC,,SHERMAN OAKS,34.1506,-118.4468
DOLLARD DEVELOPMENT INC,SUBWAY #59215,LOS ANGELES,34.0689,-118.445
DOLORES D POROTILLO PORTILLO,TACOS MX,LOS ANGELES,34.0453,-118.2534
DOLORES MELVIN MEJIA AREVALO & SANDRA G.MEJIA,SUCHITLAN RESTAURANT,PACOIMA,34.2596,-118.4309
DOMINATION COLLABORATION INC,MIXTO,LOS ANGELES,34.1082,-118.2717
DOMITILA CACERES,LA PIRAMIDE SALVADORENA RESTAURANT,LOS ANGELES,34.0762,-118.2967
DOMITILA CERVANTES GUZMAN,JT CAFE,LOS ANGELES,34.0355,-118.2655
DOMITILA COVARUBIAS,EL INDIOS RESTAURANT,TORRANCE,33.8187,-118.3087
DON ANTONIO'S RESTAURANT INC,DON ANTONIO RESTAURANT | DON ANTONIOS RESTAURANT,LOS ANGELES,34.031,-118.4468
DON CHAVA FOODS INC,LA CORONA BAR AND GRILL,LAKE BALBOA,34.2016,-118.4954
DON CHUY'S RESTAURANTS LLC,DON CHUY'S RESTAURANT,CULVER CITY,33.986,-118.4013
DON JUANS LOS MOLCAJETES,LOS MOLCAJETES #1,LOS ANGELES,34.0599,-118.2843
DON LINOS ENTERPRISES,,LOS ANGELES,34.0693,-118.2925
DON LUCA LLC,THE SLICE BY DON LUCA,PLAYA VISTA,33.9748,-118.4304
DON PAQUITO RESTAURANT INC,,NORTH HOLLYWOOD,34.2008,-118.4099
DON PIO FOOD COMPANY INC,HANABISHI JAPANESE CUISINE,VAN NUYS,34.2012,-118.4679
DON RANDI,THE BAKED POTATO,N HOLLYWOOD,34.1366,-118.3627
DONA AMALIA INC,DONA AMALIAS RESTAURANT,VAN NUYS,34.2084,-118.483
DONA BIBIS RESTAURANT INC,DONA BIBIS RESTAURANT INC,LOS ANGELES,34.0577,-118.2803
DONE & DONE LLC,THE BELLWETHER,STUDIO CITY,34.1463,-118.4213
DONG IL JANG REST INC,DONG IL JANG,LOS ANGELES,34.0576,-118.3049
DONG JOO CHANG,MOMS RESTAURANT,LOS ANGELES,34.0577,-118.2952
DONG YUL/KYONG CHA HAN,OLYMPIC RESTAURANT,LOS ANGELES,34.0524,-118.2857
DONG YUN ZHAO,YANUSA,LOS ANGELES,34.0526,-118.2931
DORA H RIOS,BAHIA ENSENADA RESTAURANT,LOS ANGELES,34.0454,-118.2047
DORIAN LETICIA ROMERO AYALA,LA TORTA LOKA,LOS ANGELES,34.0031,-118.2401
DORINE ENTERPRISES INC,VICTORY PLAZA SUBWAY,N HOLLYWOOD,34.1866,-118.4168
DOROTHY D INC,MCDONALDS OF LOMITA,LOMITA,33.7978,-118.3076
DOUBLE O TWO INC,INTERNATIONAL HOUSE OF PANCAKES #2,PANORAMA CITY,34.2253,-118.4502
DOUBLE XYZ INC,,LOS ANGELES,34.0678,-118.3087
DOUGH GIRL INC,DOUGH GIRL,LAKE BALBOA,34.187,-118.5007
DOUGLAS ANTONIO JR CHANTA,,LOS ANGELES,34.0714,-118.259
DOUGLAS MARTINEZ POLANCO & BESSY V HENRIQUEZ GONZALEZ,LAS CASITAS GRILL,VAN NUYS,34.1866,-118.4491
DOWNTOWN 1 LP,BIG WANGS,LOS ANGELES,34.0458,-118.2579
DOWNTOWN ENTERTAINMENT GROUP INC,TAKAMI RESTAURANT & ELEVATE LOUNGE | TAKAMI RESTAURANT ELEVATE LOUNGE,LOS ANGELES,34.0497,-118.2586
DOWNTOWN K F C INC,KENTUCKY FRIED CHICKEN,LOS ANGELES,34.0451,-118.2534
DOWNTOWN LOVE,THE MUST,LOS ANGELES,34.0471,-118.2473
DOWNTOWN MEX LP,EL TEJANO,LOS ANGELES,34.0456,-118.2587
DOWNTOWN PEKING TAVERN LLC,DOWNTOWN PEKING TAVEERN,LOS ANGELES,34.0429,-118.2537
DOWNTOWN RESTAURANT INC,BADMAASH,LOS ANGELES,34.0511,-118.2447
DP RESTAURANT HOLDINGS INC,DU PARS RESTAURANT,STUDIO CITY,34.1436,-118.3931
DP RESTAURANT HOLDINGS INC,DU PARS RESTAURANT,LOS ANGELES,34.0713,-118.36
DPS PLAYA INC,DA POKE SPOT,LOS ANGELES,33.9775,-118.4174
DR PROVISIONS,DEL REY DELI CO,PLAYA DEL REY,33.9563,-118.4424
DRAGON DINER INC,NAMSAN,LOS ANGELES,34.0637,-118.3007
DRAYCOTT LA LLC,THE DRAYCOTT,PACIFIC PALISADES,34.0479,-118.5252
DRE & GEE INC,FATBURGER #1199,SYLMAR,34.2759,-118.397
DREAM SELMA RESTAURANT LLC,TAO RESTAURANT,HOLLYWOOD,34.0997,-118.3298
DREW-KIT-GLEN INC,BILLINGSLEYS RESTAURANT,LOS ANGELES,34.0348,-118.4395
DREYVAN CO INC,FIGUEROA PHILLY,LOS ANGELES,34.0146,-118.2827
DRS ELECTRIC,FARMER BOYS,LOS ANGELES,34.0332,-118.2387
DS CGE INC,CHINESE GOURMET EXPRESS,NORTHRIDGE,34.2391,-118.5535
DTE1 INC,TOGO'S,WOODLAND HILLS,34.188,-118.5997
DUBAI STATION LLC,,NORTHRIDGE,34.2409,-118.5622
DUBLINS 815 LLC,,LOS ANGELES,34.0492,-118.2589
DUC HUYNH/PHO 999 INC,,VAN NUYS,34.1868,-118.4661
DUCKYARD COFFEE HOUSE LLC,,LAKE BALBOA,34.1942,-118.5026
DUIDOUGH CAFE LLC,,LOS ANGELES,34.0998,-118.3287
DUK YOUNG CHUNG,DOG HOUSE,LOS ANGELES,33.9891,-118.3045
DUN DEE INC,MCDONALDS OF HARBOR CITY,LOMITA,33.7894,-118.3078
DUONG Q THAI,CHINA KING RESTAURANT,NORTHRIDGE,34.2746,-118.5596
DURGA S KHATTRI,CURRY BOWL INDIAN EXPRESS,LOS ANGELES,34.0734,-118.3771
DV OF LA LLC,DEJA VU SHOWGIRLS,LOS ANGELES,34.0316,-118.2641
DVC INC,FABROCINI'S,LOS ANGELES,34.1277,-118.4445
DVMP INC,MICHAELS,BURBANK,34.1586,-118.3321
E & E RISTORANTE GROUP INC,WOOD HANDCRAFTED PIZZA,LOS ANGELES,34.0826,-118.2729
E J RESTAURANTS INC,DENNYS RESTAURANT #6865,LOS ANGELES,34.0616,-118.3078
E S V ASSOCIATES INC,GREENWICH VILLAGE PIZZERIA,LOS ANGELES,34.0288,-118.2598
"E. M.  PIZZA, INC.",DOMINO'S PIZZA,LOS ANGELES,34.0979,-118.3479
E.A.S.T.,LITTLE CAESERS PIZZA STORE #2051-0001,SAN PEDRO,33.7383,-118.2923
E/S FAST FOOD INC,TACOS EL UNICO,LOS ANGELES,33.9787,-118.3308
E4 INVESTMENTS INC,TERIYAKI MADNESS SYLMAR,SYLMAR,34.3093,-118.433
EAGLE ROCK BREWERY LLC,,LOS ANGELES,34.1147,-118.244
EAGLE ROCK BREWERY PUBLIC HOUSES LLC,,LOS ANGELES,34.1395,-118.2018
EARL CLARENCE ANTONIO LANGIT,CAFE NINE COFFEE HOUSE,LOS ANGELES,34.048,-118.2489
EARLY CALIFORNIA RESTAURANTS INC,DU-PAR'S RESTAURANT & BAKERY,LOS ANGELES,34.0713,-118.36
"EAST COAST FOODS, INC.",ROSCOE'S HOUSE OF CHICKEN & WAFFLES,LOS ANGELES,34.0982,-118.3223
"EAST COAST FOODS, INC.",ROSCOES HOUSE OF CHICKEN/WAFFLES,LOS ANGELES,34.0477,-118.346
"EAST COAST FOODS, INC.",SEE 348629-01,LOS ANGELES,33.96,-118.2739
EAST GARDEN INC,EAST GARDEN,LOS ANGELES,34.0617,-118.2394
EAST INDIA TRADING LLC,SUMMER CANTEEN,NORTH HOLLYWOOD,34.1514,-118.3665
EASTSIDE HOLDING LP,LITTLE DOM'S,LOS ANGELES,34.1107,-118.2874
EASY'S WH LLC,EASY'S,LOS ANGELES,34.076,-118.3766
EAT FRESH LLC,SUBWAY #13478,LOS ANGELES,34.0135,-118.3365
EAT HEAVY L. P.,THE 101 COFFEE SHOP,LOS ANGELES,34.1052,-118.3232
EAT TO THE BEAT INC,CAFE 50S,LOS ANGELES,34.0444,-118.4545
EATALY CENTURY CITY LLC,EATALY,LOS ANGELES,34.06,-118.4198
EATINGFRESH INC,SUBWAY #24017,LOS ANGELES,34.0505,-118.2154
EBI ENTERPRISES INC,POPEYES CHICKEN #3362,SYLMAR,34.3004,-118.4404
EBI ENTERPRISES INC,POPEYES CHICKEN #3318,VAN NUYS,34.2086,-118.4661
EBI ENTERPRISES INC,POPEYES CHICKEN #3305,NORTH HILLS,34.2283,-118.4843
EBI ENTERPRISES INC,POPEYES CHICKEN #3363,RESEDA,34.1938,-118.5316
EBISU SUSHI & TERIYAKI INC,EBISU SUSHI & TERIYAKI,LOS ANGELES,34.0629,-118.3647
"EBS FOODS, LLC",JACK IN THE BOX #233,LOS ANGELES,34.0541,-118.3788
"EBS FOODS, LLC",JACK IN THE BOX #5312,LOS ANGELES,33.9742,-118.3093
EC & EC RESTAURANT INC,CRAZY TOKYO SUSHI,TARZANA,34.1678,-118.5337
EC II INC,EL COMPADRE,LOS ANGELES,34.0749,-118.253
ECD LA 2015 LLC,,LOS ANGELES,34.0621,-118.3462
ECELE INC,IMPERIAL MINI MARKET,LOS ANGELES,34.0265,-118.2547
ED & TOM INC,BURGERIM LAKE BALBOA,LAKE BALBOA,34.2084,-118.501
EDDIE YOSHIO OKAMOTO,SUSHI IKI,TARZANA,34.1705,-118.5403
EDDY ROLANDO CASTILLO,CASTILLO'S CHICKEN N ROLL,LOS ANGELES,33.9339,-118.2394
EDDY/JADE CHEUNG,TIMS KITCHEN,LOS ANGELES,34.0255,-118.3295
EDGAR EMERID LOPEZ,NINA'S MEXICAN FOOD,LOS ANGELES,34.046,-118.448
EDIK VOSKANIAN,AMSTERDAM CAFE,NORTH HOLLYWOOD,34.1649,-118.3671
EDMUNDO BENITES,,GARDENA,33.8851,-118.2913
EDNA TARIOUS,LET'S EAT,SYLMAR,34.3015,-118.4426
EDO LA LLC,,LOS ANGELES,34.0713,-118.3569
EDOURARD H TOUKHLANDJIAN,HOUSE OF PASTRY,N HOLLYWOOD,34.1939,-118.4141
EDSON BAEK,B TWENTYFOUR,LOS ANGELES,34.0737,-118.2172
EDUARDO PULIDO/ARTURO LOPEZ,BIONICOS MARISOL,VERNON,34.0027,-118.239
EDUARDO'S BORDER GRILL /C,EDUARDOS BORDER GRILL,LOS ANGELES,34.0491,-118.4362
EDVIN PIRVERDIAN,HEAVYWEIGHT CONSTRUCTION,VALLEY GLEN,34.1806,-118.4247
EDWARD D/CLAIRE M BARKER,MUNCH BOX,CHATSWORTH,34.2571,-118.5994
EDWARD H RUBY,MCDONALDS OF SAN PEDRO,SAN PEDRO,33.7414,-118.2923
EDWARD H/FAY L/NEAL S/MARTIN G/MARLA E RUBY,MCDONALDS OF SAN PEDRO #2,SAN PEDRO,33.752,-118.3088
EDWARD RICE JR & GRETCHENAL V RICE,POPEYES CHICKEN #3322,LOS ANGELES,33.9432,-118.2432
EDWARD TRADING INC,S ENTERTAINMENT & BAR,LOS ANGELES,34.0619,-118.3107
EDWIN RAUL CANO,MAXIMOS PIZZA,LOS ANGELES,34.0075,-118.2435
EDWIN VALDIVIA,,LOS ANGELES,34.0037,-118.2783
EE & CC RESTAURANT INC,CRAZY TOKYO SUSHI,WOODLAND HILLS,34.1685,-118.6025
EFCM INC,GOLDEN CITY CHINESE CUISINE,RESEDA,34.1938,-118.5192
EFRAIN A. ARCE,POLLOS AL CARBON,VAN NUYS,34.207,-118.4309
EFRAIN FLORES,POLLO MASTER,LOS ANGELES,34.0596,-118.2752
EFRAIN RUVALCABA QUEZADA,MARIA'S MEXICAN RESTAURANT,SAN PEDRO,33.7241,-118.2879
EFREN GARCIA,TAQUERIA LOS COMPADRES #2,LAKE VIEW TERRACE,34.2751,-118.3958
EFREN GONZALEZ,BIRRIERIA LUPITA #2,VAN NUYS,34.1983,-118.4487
EFREN RAMIREZ,EL RANCHERITO RESTAURANT & MARKET #3,VAN NUYS,34.1877,-118.4312
EG SUPERIOR CLASS INC,SAM'S PHILLY STEAK DEPOT,TARZANA,34.1724,-118.5467
EGG CANOGA LLC,,CANOGA PARK,34.2011,-118.5885
EGG EAST LOS ANGELES INC,EL GALLO GIRO,LOS ANGELES,34.0148,-118.264
EGG PANORAMA INC,EL GALLO GIRO,PANORAMA CITY,34.2216,-118.4487
EGG ROLL KING ORIGINAL,EGG ROLL KING,LOS ANGELES,34.1153,-118.2461
"EGN, INC",IL CAPRICCIO ON VERMONT,LOS ANGELES,34.1029,-118.2917
EH MANAGEMENT LLC,ESCAPE HOTEL HOLLYWOOD,LOS ANGELES,34.1017,-118.3344
EHA HA TIKIS INC,KAHUNA TIKI,NORTH HOLLYWOOD,34.1649,-118.3711
EHP INVESTMENT INC,,LOS ANGELES,34.0294,-118.4428
EIGHT & NINE COLLECTIVE,BURGERIM MELROSE 5001,LOS ANGELES,34.0837,-118.3095
EILEEN MARTINEZ,SALLY'S FIESTA LECHON AND BBQ,ARLETA,34.2284,-118.4343
EINSTEIN AND NOAH CORP,EINSTEIN BROS BAGELS # 3594,LOS ANGELES,34.0622,-118.3494
EINSTEIN AND NOAH CORP,EINSTEIN BROS BAGELS # 3614,LOS ANGELES,34.0411,-118.4263
EINSTEIN/NOAH BAGEL PARTNERS LLP,NOAHS BAGELS #126,LOS ANGELES,34.0528,-118.4699
EINSTEIN/NOAH CORP,NOAH S NEW YORK BAGELS #2859,LOS ANGELES,34.0282,-118.3904
EK FOOD SERVICES INC,MEN OH,LOS ANGELES,34.0474,-118.2388
EK HIM LIM CO INC,KIM CHUY RESTAURANT,LOS ANGELES,34.0608,-118.239
EKC INTERNATIONAL LOS ANGELES INC,GAZEN,LOS ANGELES,34.0494,-118.2394
EKVARIN TUNGIDTHIPOKAI,CHUAN CHIM,LOS ANGELES,34.1013,-118.3129
EL AMANECER SALVADORENO INC,,LOS ANGELES,34.0577,-118.2935
EL AMATECO RESTAURANT INC,MARISCOS EL AMATECO,VAN NUYS,34.1938,-118.449
EL ASADOR INC,EL ASADOR INC,LOS ANGELES,34.0426,-118.2815
EL ATORON INC,EL ATORON,LOS ANGELES,34.0347,-118.257
EL ATORON INC,EL ATORON,LOS ANGELES,34.0039,-118.2429
EL BARON DE CENTRO AMERICA RESTAURANT LLC,EL BARON RESTAURANT & PUPUSERIA,LOS ANGELES,34.0472,-118.2991
EL BARON DE CENTRO AMERICA RESTAURANT LLC,EL BARON DE CENTROAMERICA RESTAURANT,LOS ANGELES,34.0532,-118.2697
EL CAFETALITO SALVADOREAN RESTAURANT INC,EL CAFETALITO SALVADOREAN RESTAURANT,ARLETA,34.2279,-118.4344
EL CAMARONERO RESTAURANT,EL CAMARONES RESTAURANT #1,SYLMAR,34.2965,-118.4557
EL CAMARONERO RESTAURANT,EL CAMARONERO RESTAURANT # 2,SYLMAR,34.3184,-118.4637
EL CAMINO ON SUNSET LLC,MOHAWK BEND,LOS ANGELES,34.0774,-118.2644
EL CHARRO LLC,EL CHARRO RESTAURANT,LOS ANGELES,34.0569,-118.2694
EL CHOLO INC,EL CHOLO RESTAURANT,LOS ANGELES,34.0501,-118.309
EL COCHINITO INC,,LOS ANGELES,34.0888,-118.2764
EL COLMAO INC,EDUARDO SOUSA,LOS ANGELES,34.0472,-118.2876
EL COMPADRE INC,EL COMPADRE RESTAURANT,LOS ANGELES,34.098,-118.3518
"EL COMPADRE RESTAURANTE, INC.",EL COMPADRE RESTAURANT,SUN VALLEY,34.2238,-118.3655
EL FLORDITA INC,EL FLORIDITA RESTAURANT,LOS ANGELES,34.0937,-118.3266
EL GALLITO LLC,EL GALLITO RESTAURANTE,LOS ANGELES,34.0367,-118.1941
EL GALLO RECORD INC,,LOS ANGELES,34.0529,-118.2717
EL GARROBO CORP,EL BARON RESTAURANT #2,LOS ANGELES,34.0473,-118.2992
EL HUARACHE AZTECA RESTAURANT INC,EL HUARACHES AZTECAS RESTAURANT,LOS ANGELES,34.1205,-118.2021
EL JAY CORP,C & O TRATTORIA,MARINA DEL REY,33.9793,-118.4663
EL LUGAR DEL MARIACHI LLC,DON CHENTE BAR-GRILL & LOUNGE,LOS ANGELES,34.0411,-118.2675
EL NUEVO SAN MIGUEL INC,,WILMINGTON,33.7789,-118.2623
EL PAISA PRODUCTS INC,TACOS EL PAISA,LOS ANGELES,34.0734,-118.1703
EL PAJONAL RESTAURANT,,LOS ANGELES,34.0919,-118.2921
EL PALMAR SALVADOREAN RESTAURANT INC,,LOS ANGELES,34.069,-118.293
"EL PALMAR, LLC",RESTAURANTE EL TIKAL,LOS ANGELES,34.0464,-118.2806
EL PAPAYOTE CORP,EL PAPAYOTE GRILL,LOS ANGELES,33.9602,-118.2447
EL PARAISO,,LOS ANGELES,33.9744,-118.2411
"EL PASEO INN RESTAURANT, LLC",EL PASEO INN,LOS ANGELES,34.0571,-118.2382
EL POLLO LOCO,,LOS ANGELES,34.0879,-118.2917
EL POLLO LOCO,,LOS ANGELES,33.977,-118.372
EL POLLO LOCO INC,EL POLLO LOCO #5301,LOS ANGELES,34.0603,-118.2743
EL POLLO LOCO INC,EL POLLO LOCO #5323,PANORAMA CITY,34.2215,-118.4477
EL POLLO LOCO INC,EL POLLO LOCO #5322,LOS ANGELES,34.0276,-118.2195
EL POLLO LOCO INC,EL POLLO LOCO #5349,LOS ANGELES,34.0294,-118.2612
EL POLLO LOCO INC,EL POLLO LOCO #5386,LOS ANGELES,34.0938,-118.3266
EL POLLO LOCO INC,EL POLLO LOCO 5410,LOS ANGELES,34.0617,-118.313
EL POLLO LOCO INC,EL POLLO LOCO #5479,LOS ANGELES,34.0422,-118.4595
EL POLLO LOCO INC,EL POLLO LOCO #5491,NORTH HOLLYWOOD,34.2012,-118.4073
EL POLLO LOCO INC,EL POLLO LOCO #5512,VAN NUYS,34.1901,-118.4487
EL POLLO LOCO INC,EL POLLO LOCO #5532,LOS ANGELES,34.0907,-118.3102
EL POLLO LOCO INC,EL POLLO LOCO #5462,CANOGA PARK,34.2192,-118.6059
EL POLLO LOCO INC,EL POLLO LOCO #5502,LOS ANGELES,34.051,-118.2783
EL POLLO LOCO INC,EL POLLO LOCO #5415,LOS ANGELES,34.0302,-118.3351
EL POLLO LOCO INC,EL POLLO LOCO #5534,LOS ANGELES,34.1145,-118.2455
EL POLLO LOCO INC,EL POLLO LOCO 5737,NORTHRIDGE,34.2207,-118.536
EL POLLO LOCO INC,EL POLLO LOCO #5861,SHERMAN OAKS,34.1576,-118.4242
EL POLLO LOCO INC,EL POLLO LOCO 5906,LOS ANGELES,34.0529,-118.2916
EL POLLO LOCO INC,EL POLLO LOCO RESTAURANT #5896,N HOLLYWOOD,34.1649,-118.3694
EL POLLO LOCO INC,#5915,NORTH HILLS,34.2431,-118.4673
EL POLLO LOCO INC,EL POLLO LOCO #5919,LOS ANGELES,33.9896,-118.2914
EL POLLO LOCO INC,EL POLLO LOCO #5945,VAN NUYS,34.1868,-118.4661
EL POLLO LOCO INC,EL POLLO LOCO #5972,LOS ANGELES,33.9601,-118.2737
EL POLLO LOCO INC,EL POLLO LOCO #5975,LOS ANGELES,34.0036,-118.3308
EL POLLO LOCO INC,EL POLLO LOCO #5955,WILMINGTON,33.7907,-118.2632
EL POLLO LOCO INC,EL POLLO LOCO #5983,LOS ANGELES,34.0981,-118.3058
EL POLLO LOCO INC,EL POLLO LOCO #5988,LOS ANGELES,34.0037,-118.2652
EL POLLO LOCO INC,EL POLLO LOCO #5994,PACOIMA,34.2479,-118.4206
EL POLLO LOCO INC,EL POLLO LOCO #6005,SUN VALLEY,34.2228,-118.366
EL POLLO LOCO INC,EL POLO LOCO # 6080,NORTH HOLLYWOOD,34.1866,-118.3877
EL POLLO LOCO INC,EL POLO LOCO # 6111,CHATSWORTH,34.2354,-118.5859
EL POLLO LOCO INC,EL POLLO LOCO (#6181),WEST HILLS,34.1878,-118.6425
EL PORTON MEXICAN FOOD,MELODYS MEXICAN KITCHEN,RESEDA,34.1929,-118.536
EL RANCHO GRANDE OLVERA CORP,EL RANCHO GRANDE,LOS ANGELES,34.057,-118.2383
EL RANCHON,EL RANCHON,LOS ANGELES,34.0234,-118.3002
EL RINCON MAYA RESTAURANT LLC,EL RINCON MAYA MEXICAN RESTAURANT,TARZANA,34.1698,-118.5391
EL SABOR K TRACHO,,LOS ANGELES,34.0073,-118.2827
EL SASON INC,,LOS ANGELES,34.0555,-118.4418
EL TACO DE ORO,ELIZONDOS PLACE,LOS ANGELES,34.0835,-118.3102
